ts,date,cumRuntimeMS,algTimeSinceLastMS,qLatencyMS,allVC,realVC,EC,,73,259,9479,6276,1710,864,2169,110,10312,69,425,611,1566,11297,1916,1002,975,6413,526,5079,1915,11956,2034,956,208,15,77041,652,20,1352,1918,388,1806,1920,3517,863,1594,24772,2008,78349,397,1923,1105,8707,7,4336,1753,205,17,984,5732,983,70,1924,111,51076,6903,4083,1936,1115,154942,1550,2266,179,1933,37976,2844,1934,57028,1932,84204,1931,490,1935,2312,1925,1846,5081,1930,4378,1917,68,3080,2734,435,1482,1929,1922,4104,2814,1926,1919,1164,1110,1928,2843,4364,1921,4148,2041,
2001-02-19T15:00:00-08:00,2001-02-19,3,7,4,14326,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-11-02T15:00:00-08:00,2001-11-02,12,12,11,35028,4854,11729,,3,0,,,1,0,2,0,,0,2,2,2,,0,2,1,,2,,0,,2,1,3,3,,4,0,0,0,1,0,0,0,0,1,,1,,2,0,0,,2,0,0,2,0,0,,0,0,0,0,,,0,0,0,,1,0,0,0,,0,0,,0,,0,0,0,0,0,1,,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,
2002-07-17T15:00:00-07:00,2002-07-17,104,86,5,184965,67529,507029,,12,0,3,0,11,17,16,13,10,6,11,14,7,4,6,16,13,9,10,12,10,4,13,13,3,7,,9,0,15,6,2,18,8,12,8,7,16,13,,7,7,15,0,10,6,10,24,14,8,7,6,0,8,6,5,6,8,12,12,,11,7,0,10,0,8,7,1,6,,7,8,6,8,4,12,14,6,13,7,0,7,11,6,8,4,7,5,11,3,11,8,7,17,6,6,3,0,7,
2003-03-30T14:00:00-08:00,2003-03-30,416,316,13,352023,196363,2073529,,21,20,3,0,11,23,29,13,12,6,25,14,23,22,17,26,11,27,24,21,10,4,25,15,20,18,12,16,0,17,23,3,26,17,17,19,7,15,22,28,26,22,27,8,10,13,10,22,14,10,13,6,0,11,20,10,7,8,11,21,0,21,23,10,10,0,22,17,2,20,4,17,12,6,22,7,20,22,10,26,7,0,18,18,12,22,17,15,5,11,10,11,22,14,25,11,22,14,19,15,
2003-12-11T15:00:00-08:00,2003-12-11,819,396,9,531184,322681,4076129,,21,29,3,0,20,23,36,13,12,21,25,29,20,38,17,26,22,34,24,24,25,4,31,27,20,28,17,16,0,33,31,3,26,15,17,23,25,15,22,22,26,34,27,12,10,32,10,22,14,25,21,6,0,35,20,17,7,20,29,20,2,25,15,10,22,0,22,15,2,29,4,17,12,6,22,15,20,15,22,19,22,0,18,18,24,20,17,25,16,27,25,35,18,35,25,15,34,25,19,15,
2004-08-24T15:00:00-07:00,2004-08-24,1823,1018,31,916945,559347,9072379,,42,29,3,27,20,39,36,40,46,21,45,29,40,37,33,42,22,37,24,24,25,18,31,44,36,28,25,16,27,30,33,14,36,15,17,22,36,22,22,22,32,30,27,12,10,31,21,31,14,25,27,6,31,25,20,21,7,20,29,20,25,25,15,20,22,3,22,15,3,17,9,17,12,33,32,15,20,33,22,34,27,0,21,25,24,24,38,44,32,25,25,33,36,29,25,15,44,25,41,25,
2005-05-07T15:00:00-07:00,2005-05-07,3536,1699,26,1286914,833243,17643919,,42,29,23,44,42,39,46,40,45,21,37,49,40,52,33,42,22,45,48,46,47,33,47,44,36,28,25,33,40,30,33,14,50,37,37,39,35,25,44,20,32,30,27,22,31,42,21,31,39,25,36,33,31,25,20,17,20,26,33,36,22,25,15,20,44,32,22,15,17,33,18,37,12,33,32,15,47,37,22,46,27,0,28,36,24,37,25,44,32,37,44,52,36,29,25,44,44,25,41,33,
2006-01-18T15:00:00-08:00,2006-01-18,6635,3086,24,1584742,1221613,33127303,,42,29,56,59,42,54,46,40,45,21,56,49,40,63,59,42,22,56,48,61,47,33,57,44,36,28,40,45,40,45,33,14,50,44,56,54,35,53,44,30,61,30,27,17,31,42,43,31,39,45,49,33,31,25,20,30,20,34,33,36,25,57,44,50,44,17,33,56,17,33,12,37,12,33,52,44,47,58,22,46,27,57,37,36,24,37,58,44,41,30,44,33,50,29,25,45,57,25,41,58,
2006-10-02T15:00:00-07:00,2006-10-02,11625,5088,134,1863562,1640140,58105553,,42,70,71,59,66,71,61,40,72,74,56,49,74,62,59,61,62,56,48,68,62,48,57,44,63,28,44,56,40,45,33,14,50,45,74,54,60,47,62,47,60,30,27,40,31,66,43,31,39,44,49,33,31,25,20,30,20,35,33,57,43,57,44,50,44,20,33,56,30,54,23,37,55,33,52,60,47,55,22,61,27,57,37,36,24,67,58,44,55,30,75,68,50,29,25,58,57,55,41,58,
